sentence_id	target_word_id	target_hanzi	sentence_slot	sentence_hanzi	sentence_pinyin	sentence_vi	words	word_ids	blank_sentence	blank_answer_hanzi	blank_answer_word_id	blank_options_word_ids	grammar_ids	level	lesson_id	lesson_order	max_word_lesson_order	topic_id	audio_url	difficulty	tags	is_active	validation_status	scope_rule	note
s0040_3	lesson-2	妹妹学韩国语。(mèimei xué Hánguóyǔ)	3											HSK1	lesson-0	1	1			1	Vây thành dày (囗) bọc ngọc xanh (玉), tạo thành đất Quốc (国) thái dân an."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0041_1	w0040	日语	1	爸爸学日语。	bàba xué Rìyǔ	HSK1	爸爸|学|日语	w0031|w0033|w0040	爸爸学___。	日语	w0040			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0041_2	w0040	日语	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0041_3	w0040	日语	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0042_1	w0041	西班牙语	1	弟弟学西班牙语。	dìdi xué Xībānyáyǔ	Bố học tiếng Nhật.	弟弟|学|西班牙语	w0032|w0033|w0041	弟弟学___。	西班牙语	w0041			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0042_2	w0041	西班牙语	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0042_3	w0041	西班牙语	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0043_1	w0042	去	1	我去学校。	wǒ qù xuéxiào	Em trai học tiếng Tây Ban Nha.	我|去|学|校	w0001|w0042|w0033	我___学校。	去	w0042			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0043_2	w0042	去	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0043_3	w0042	去	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0044_1	w0043	对	1	这个对吗？	zhège duì ma	Tôi đi trường học.	这|个|对|吗	w0043|w0024	这个___吗？	对	w0043			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0044_2	w0043	对	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0044_3	w0043	对	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0045_1	w0044	邮局	1	我去邮局。	wǒ qù yóujú	Cái này đúng không?	我|去|邮局	w0001|w0042|w0044	我去___。	邮局	w0044			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0045_2	w0044	邮局	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0045_3	w0044	邮局	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0046_1	w0047	寄	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0046_2	w0047	寄	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0046_3	w0047	寄	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0047_1	lesson-2	我寄信。(wǒ jì xìn)	1											HSK1	lesson-0	1	1			1	可 (Chữ Khả): Có thể, khả năng."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0047_2	lesson-2	我寄信。(wǒ jì xìn)	2											HSK1	lesson-0	1	1			1	可 (Chữ Khả): Có thể, khả năng."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0047_3	lesson-2	我寄信。(wǒ jì xìn)	3											HSK1	lesson-0	1	1			1	可 (Chữ Khả): Có thể, khả năng."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0048_1	w0050	信	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0048_2	w0050	信	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0048_3	w0050	信	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0049_1	lesson-2	我有信。(wǒ yǒu xìn)	1											HSK1	lesson-0	1	1			1	言 (Chữ Ngôn): Ngôn ngữ, lời nói."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0049_2	lesson-2	我有信。(wǒ yǒu xìn)	2											HSK1	lesson-0	1	1			1	言 (Chữ Ngôn): Ngôn ngữ, lời nói."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0049_3	lesson-2	我有信。(wǒ yǒu xìn)	3											HSK1	lesson-0	1	1			1	言 (Chữ Ngôn): Ngôn ngữ, lời nói."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0050_1	w0052	银行	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0050_2	w0052	银行	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0050_3	w0052	银行	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0051_1	lesson-2	我去银行。(wǒ qù yínháng)	1											HSK1	lesson-2	1	1			1	2 亍 (Bộ Súc): Bước chân phải (bước tiếp theo để hoàn thành bước đi)."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0051_2	lesson-2	我去银行。(wǒ qù yínháng)	2											HSK1	lesson-2	1	1			1	2 亍 (Bộ Súc): Bước chân phải (bước tiếp theo để hoàn thành bước đi)."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0051_3	lesson-2	我去银行。(wǒ qù yínháng)	3											HSK1	lesson-2	1	1			1	2 亍 (Bộ Súc): Bước chân phải (bước tiếp theo để hoàn thành bước đi)."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0052_1	w0055	取	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0052_2	w0055	取	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0052_3	w0055	取	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0053_1	w0056	我去银行取钱。(wǒ qù yínháng qǔ qián)	1											HSK1	lesson-0	1	1			1	又 (Chữ Hựu): Cái tay (hành động lặp đi lặp lại, hoặc nắm lấy)."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0053_2	w0056	我去银行取钱。(wǒ qù yínháng qǔ qián)	2											HSK1	lesson-0	1	1			1	又 (Chữ Hựu): Cái tay (hành động lặp đi lặp lại, hoặc nắm lấy)."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0053_3	w0056	我去银行取钱。(wǒ qù yínháng qǔ qián)	3											HSK1	lesson-0	1	1			1	又 (Chữ Hựu): Cái tay (hành động lặp đi lặp lại, hoặc nắm lấy)."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0054_1	w0057	钱	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0054_2	w0057	钱	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0054_3	w0057	钱	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0055_1	w0058	我有钱。(wǒ yǒu qián)	1											HSK1	lesson-0	1	1			1	Qua (戈 - binh khí, cây giáo) chồng lên nhau."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0055_2	w0058	我有钱。(wǒ yǒu qián)	2											HSK1	lesson-0	1	1			1	Qua (戈 - binh khí, cây giáo) chồng lên nhau."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0055_3	w0058	我有钱。(wǒ yǒu qián)	3											HSK1	lesson-0	1	1			1	Qua (戈 - binh khí, cây giáo) chồng lên nhau."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0056_1	w0059	明天	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0056_2	w0059	明天	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0056_3	w0059	明天	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0057_1	lesson-2	明天我去北京。(míngtiān wǒ qù Běijīng)	1											HSK1	lesson-0	1	1			1	THIÊN (天 - Trời, ngày)"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0057_2	lesson-2	明天我去北京。(míngtiān wǒ qù Běijīng)	2											HSK1	lesson-0	1	1			1	THIÊN (天 - Trời, ngày)"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0057_3	lesson-2	明天我去北京。(míngtiān wǒ qù Běijīng)	3											HSK1	lesson-0	1	1			1	THIÊN (天 - Trời, ngày)"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0058_1	w0062	天	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0058_2	w0062	天	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0058_3	w0062	天	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0059_1	w0063	一天很忙。(yī tiān hěn máng)	1											HSK1	lesson-0	1	1			1	一 (Nét Ngang)"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0059_2	w0063	一天很忙。(yī tiān hěn máng)	2											HSK1	lesson-0	1	1			1	一 (Nét Ngang)"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0059_3	w0063	一天很忙。(yī tiān hěn máng)	3											HSK1	lesson-0	1	1			1	一 (Nét Ngang)"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0060_1	w0064	见	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0060_2	w0064	见	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0060_3	w0064	见	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0061_1	lesson-2	明天见。(míngtiān jiàn)	1											HSK1	lesson-0	1	1			1	儿 (Chữ Nhi / bộ Nhân đi)"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0061_2	lesson-2	明天见。(míngtiān jiàn)	2											HSK1	lesson-0	1	1			1	儿 (Chữ Nhi / bộ Nhân đi)"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0061_3	lesson-2	明天见。(míngtiān jiàn)	3											HSK1	lesson-0	1	1			1	儿 (Chữ Nhi / bộ Nhân đi)"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0062_1	w0053	北京	1	北京很大。	Běijīng hěn dà		北京|很|大	w0053|w0020|w0003	___很大。	北京	w0053			HSK1	lesson-1	1	1			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_1	auto_from_vocab_example
s0062_2	w0053	北京	2											HSK1	lesson-1	1	1			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0062_3	w0053	北京	3											HSK1	lesson-1	1	1			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0063_1	w0067	你	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0063_2	w0067	你	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0063_3	w0067	你	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0064_1	lesson-2	你学汉语吗？(nǐ xué Hànyǔ ma)	1											HSK1	lesson-2	1	1			1	小 (Chữ Tiểu): Nhỏ bé (2 nét phẩy hai bên và nét móc ở giữa)."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0064_2	lesson-2	你学汉语吗？(nǐ xué Hànyǔ ma)	2											HSK1	lesson-2	1	1			1	小 (Chữ Tiểu): Nhỏ bé (2 nét phẩy hai bên và nét móc ở giữa)."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0064_3	lesson-2	你学汉语吗？(nǐ xué Hànyǔ ma)	3											HSK1	lesson-2	1	1			1	小 (Chữ Tiểu): Nhỏ bé (2 nét phẩy hai bên và nét móc ở giữa)."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0065_1	w0055	也	1	我也学汉语。	wǒ yě xué Hànyǔ	HSK1	我|也|学|汉语	w0001|w0055|w0033|w0021	我___学汉语。	也	w0055			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0065_2	w0055	也	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0065_3	w0055	也	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0066_1	w0071	今天	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0066_2	w0071	今天	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0066_3	w0071	今天	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0067_1	w0072	今天我很忙。(jīntiān wǒ hěn máng)	1											HSK1	lesson-0	1	1			1	THIÊN (天 - Trời, ngày)"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0067_2	w0072	今天我很忙。(jīntiān wǒ hěn máng)	2											HSK1	lesson-0	1	1			1	THIÊN (天 - Trời, ngày)"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0067_3	w0072	今天我很忙。(jīntiān wǒ hěn máng)	3											HSK1	lesson-0	1	1			1	THIÊN (天 - Trời, ngày)"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0068_1	w0057	昨天	1	昨天我去学校。	zuótiān wǒ qù xuéxiào		昨天|我|去|学|校	w0057|w0001|w0042|w0033	___我去学校。	昨天	w0057			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0068_2	w0057	昨天	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0068_3	w0057	昨天	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0069_1	w0074	星期	1											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0069_2	w0074	星期	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0069_3	w0074	星期	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0070_1	w0078	今天星期几？(jīntiān xīngqī jǐ)	1											HSK1	lesson-0	1	1			1	"|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0070_2	w0078	今天星期几？(jīntiān xīngqī jǐ)	2											HSK1	lesson-0	1	1			1	|sentence_slot_2"	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0070_3	w0078	今天星期几？(jīntiān xīngqī jǐ)	3											HSK1	lesson-0	1	1			1	"|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0071_1	w0059	星期一	1	今天星期一。	jīntiān xīngqīyī		今天|星期一	w0071|w0059	今天___。	星期一	w0059			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	true	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0071_2	w0059	星期一	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0071_3	w0059	星期一	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0072_1	w0060	星期二	1	今天星期二。	jīntiān xīngqīèr	HSK1	今天|星期二	w0071|w0060	今天___。	星期二	w0060			HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_1	true	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0072_2	w0060	星期二	2											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0072_3	w0060	星期二	3											HSK1	lesson-2	2	2			1	Nhóm 2|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0073_1	w0061	星期三	1	今天星期三。	jīntiān xīngqīsān	Hôm qua tôi đi trường học.	今天|星期三	w0071|w0061	今天___。	星期三	w0061			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	true	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0073_2	w0061	星期三	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0073_3	w0061	星期三	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0074_1	w0062	星期四	1	今天星期四。	jīntiān xīngqīsì		今天|星期四	w0071|w0062	今天___。	星期四	w0062			HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_1	true	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0074_2	w0062	星期四	2											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0074_3	w0062	星期四	3											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0075_1	w0063	星期五	1	今天星期五。	jīntiān xīngqīwǔ		今天|星期五	w0071|w0063	今天___。	星期五	w0063			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	true	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0075_2	w0063	星期五	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0075_3	w0063	星期五	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0076_1	w0064	星期六	1	今天星期六。	jīntiān xīngqīliù		今天|星期六	w0071|w0064	今天___。	星期六	w0064			HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_1	true	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0076_2	w0064	星期六	2											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0076_3	w0064	星期六	3											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0077_1	w0085	星期天	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0077_2	w0085	星期天	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0077_3	w0085	星期天	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0078_1	w0087	明天星期天。(míngtiān xīngqītiān)	1											HSK1	lesson-0	1	1			1	天 (Thiên)|sentence_slot_1"	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0078_2	w0087	明天星期天。(míngtiān xīngqītiān)	2											HSK1	lesson-0	1	1			1	天 (Thiên)"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0078_3	w0087	明天星期天。(míngtiān xīngqītiān)	3											HSK1	lesson-0	1	1			1	天 (Thiên)"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0079_1	w0088	周末	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0079_2	w0088	周末	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0079_3	w0088	周末	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0080_1	lesson-2	周末我去公园。(zhōumò wǒ qù gōngyuán)	1											HSK1	lesson-0	1	1			1	MẠT (末) Ngọn, cuối cùng, kết thúc:木 (Chữ Mộc) có thêm gạch ngang"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
