character_id	simplified	traditional	pinyin	han_viet	meaning_vi	origin_meaning_vi	derived_meaning_vi	etymology_type	etymology_note_vi	stroke_count	stroke_hint_vi	radical_form	radical_note_vi	week	category	core_rank	is_core	oracle_image_url	bronze_image_url	seal_image_url	evolution_source_url	compounds	hidden_examples	is_active
mono-061	己	己	jǐ	kỉ	"tự bản thân / mình / can thứ sáu trong mười Thiên Can 十天干[shi2 tian1 gan1] / đứng thứ sáu / chữ ""F"" hoặc La Mã ""VI"" trong danh sách ""A, B, C"", hoặc ""I, II, III"" v.v. / hệ thập lục phân"	tự bản thân	"mình / can thứ sáu trong mười Thiên Can 十天干[shi2 tian1 gan1] / đứng thứ sáu / chữ ""F"" hoặc La Mã ""VI"" trong danh sách ""A, B, C"", hoặc ""I, II, III"" v.v. / hệ thập lục phân"	Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Origin unclear.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	己	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B1&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B1&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B1&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%B7%B1&stype=0	自己 | 知己 | 自己人 | 身不由己	自己 | 知己 | 自己人	TRUE
mono-062	已	已	yǐ	dĩ	đã / ngừng / rồi / sau đó	đã	ngừng / rồi / sau đó	Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Origin unclear.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	已	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	52	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B2&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B2&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B2&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%B7%B2&stype=0	已经 | 而已 | 早已 | 不已	已经 | 而已 | 早已	TRUE
mono-063	巳	巳	sì	tị	chi thứ 6 trong 12 địa chi: 9-11 giờ sáng, tháng 4 âm lịch (5 tháng 5-5 tháng 6), năm Tỵ / hướng la bàn cổ Trung Quốc: 150°	chi thứ 6 trong 12 địa chi: 9-11 giờ sáng, tháng 4 âm lịch (5 tháng 5-5 tháng 6), năm Tỵ	hướng la bàn cổ Trung Quốc: 150°	Chỉ sự/độc thể	Dạng chữ độc thể; đối chiếu Giáp Cốt văn, Kim văn và Tiểu Triện ở chuỗi hình bên cạnh.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	巳	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B3&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B3&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B7%B3&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%B7%B3&stype=0	乙巳 | 辛巳 | 丁巳 | 癸巳	乙巳 | 辛巳 | 丁巳	TRUE
mono-064	弓	弓	Gōng	cung	họ [Gong1]	họ [Gong1]		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a curved bow.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	弓	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	4	Đồ vật & Công cụ	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%BC%93&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%BC%93&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%BC%93&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%BC%93&stype=0	弓箭 | 弹弓 | 弓形 | 惊弓之鸟	弓箭 | 弹弓 | 弓形	TRUE
mono-065	子	子	zǐ	tí	con trai / trẻ em / hạt / trứng / vật nhỏ / địa chi thứ nhất: 11 giờ đêm - 1 giờ sáng, nửa đêm, tháng 11 âm lịch (7 tháng Mười Hai đến 5 tháng Một), năm Tý / tước nam, cấp thứ tư trong ngũ đẳng tước vị 五等爵位[wu3 deng3 jue2 wei4] / hướng la bàn cổ đại Trung Quốc: 0° (bắc) / phụ; cấp dưới; (tiền tố) chi-	con trai	trẻ em / hạt / trứng / vật nhỏ / địa chi thứ nhất: 11 giờ đêm - 1 giờ sáng, nửa đêm, tháng 11 âm lịch (7 tháng Mười Hai đến 5 tháng Một), năm Tý / tước nam, cấp thứ tư trong ngũ đẳng tước vị 五等爵位[wu3 deng3 jue2 wei4] / hướng la bàn cổ đại Trung Quốc: 0° (bắc) / phụ; cấp dưới; (tiền tố) chi-	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a small child with its two arms outstretched.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	子	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	2	Con người & Cơ thể	71	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%90&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%90&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%90&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%AD%90&stype=0	孩子 | 儿子 | 房子 | 妻子	孩子 | 儿子 | 房子	TRUE
mono-066	卫	衛	Wèi	vệ	họ [Wei4] / nước chư hầu thời nhà Chu (1066-221 TCN), nằm ở tỉnh Hà Nam và Hà Bắc ngày nay	họ [Wei4]	nước chư hầu thời nhà Chu (1066-221 TCN), nằm ở tỉnh Hà Nam và Hà Bắc ngày nay	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified from the cursive form of the traditional character 衛. Depicts feet (止) walking around, patrolling a street intersection (行).	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	卫	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8D%AB&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8D%AB&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8D%AB&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%8D%AB&stype=0	卫生 | 卫星 | 大卫 | 保卫	卫生 | 卫星 | 大卫	TRUE
mono-067	也	也	Yě	dã	họ [Ye3]	họ [Ye3]		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Origin unclear. Variously explained as a pictograph of a snake, a vulva, a funnel, a crying child, or an ideograph depicting a pause in speech.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	也	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	7	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%9F&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%9F&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%9F&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B9%9F&stype=0	也许 | 也就是说 | 也就是 | 维也纳	也许 | 也就是说 | 也就是	TRUE
mono-068	女	女	nǚ	nữa	nữ / phụ nữ / con gái	nữ	phụ nữ / con gái	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a woman. Depicts a stick-figure with breasts sitting or squatting down.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	女	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	2	Con người & Cơ thể	46	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%A5%B3&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%A5%B3&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%A5%B3&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%A5%B3&stype=0	女人 | 女孩 | 女儿 | 女士	女人 | 女孩 | 女儿	TRUE
mono-069	刃	刃	rèn	nhẫn	cạnh của lưỡi dao	cạnh của lưỡi dao		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a knife. Similar to 刀 (knife), with an added dot.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	刃	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%88%83&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%88%83&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%88%83&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%88%83&stype=0	刀刃 | 游刃有余 | 迎刃而解 | 利刃	刀刃 | 游刃有余 | 迎刃而解	TRUE
mono-070	飞	飛	fēi	phi	bay	bay		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 飛. Pictograph of a flying bird.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	飞	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	73	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%A3%9E&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%A3%9E&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%A3%9E&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E9%A3%9E&stype=0	飞机 | 飞行 | 飞船 | 起飞	飞机 | 飞行 | 飞船	TRUE
mono-071	习	習	Xí	tập	họ [Xi2]	họ [Xi2]		Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 習. Origin unclear. The traditional component 白 was removed for simplification.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	习	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%A0&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%A0&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%A0&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B9%A0&stype=0	学习 | 习惯 | 练习 | 实习生	学习 | 习惯 | 练习	TRUE
mono-072	叉	叉	chā	xoa	"cái nĩa / cái chĩa / ngạnh / dụng cụ xỉa / giao nhau / cắt nhau / ""X"""	cái nĩa	"cái chĩa / ngạnh / dụng cụ xỉa / giao nhau / cắt nhau / ""X"""	Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: A hand 又 grasping an object 丶	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	叉	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8F%89&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8F%89&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8F%89&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%8F%89&stype=0	交叉 | 叉子 | 分叉 | 鱼叉	交叉 | 叉子 | 分叉	TRUE
mono-073	马	馬	Mǎ	mã	họ [Ma3] / viết tắt của Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4]	họ [Ma3]	viết tắt của Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4]	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 馬. Pictograph of a horse.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	马	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	3	Động vật & Thực vật	50	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%A9%AC&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%A9%AC&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%A9%AC&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E9%A9%AC&stype=0	马上 | 神马 | 罗马 | 马路	马上 | 神马 | 罗马	TRUE
mono-074	乡	鄉	xiāng	hương	nông thôn / quê hương / quê nhà / xã (đơn vị hành chính Trung Quốc)	nông thôn	quê hương / quê nhà / xã (đơn vị hành chính Trung Quốc)	Tượng hình	"Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 鄉. Pictograph of two people facing each other, kneeling down to share a meal. Based on the original meaning ""feast"" or ""offer food"", now written as 饗. The meaning later shifted to ""hometown"". The traditional component 皀 was removed for simplification. The traditional component 卩 was removed for simplification."	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	乡	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%A1&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%A1&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B9%A1&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B9%A1&stype=0	乡村 | 家乡 | 乡下 | 城乡	乡村 | 家乡 | 乡下	TRUE
mono-075	孑	孑	jié	kiết	một mình	một mình		Chỉ sự/độc thể	Dạng chữ độc thể; đối chiếu Giáp Cốt văn, Kim văn và Tiểu Triện ở chuỗi hình bên cạnh.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	孑	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%91&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%91&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%91&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%AD%91&stype=0	孑然 | 孑然一身 | 孑立 | 孑孓	孑然 | 孑然一身 | 孑立	TRUE
mono-076	孓	孓	jué	quyết	dùng trong 孑孓[jie2 jue2]	dùng trong 孑孓[jie2 jue2]		Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: seed	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	孓	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%93&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%93&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%AD%93&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%AD%93&stype=0	孑孓	孑孓	TRUE
mono-077	幺	么	Yāo	yêu	họ [Yao1]	họ [Yao1]		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a single twisted thread.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	幺	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B9%BA&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B9%BA&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B9%BA&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%B9%BA&stype=0	老幺 | 幺麽小丑	老幺 | 幺麽小丑	TRUE
mono-078	丌	丌	Jī	cơ	họ [Ji1]	họ [Ji1]		Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: A table	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	丌	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%8C&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%8C&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%8C&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B8%8C&stype=0			TRUE
mono-079	丰	丰	fēng	phong	sum suê / đẫy đà / biến thể của 豐|丰[feng1] / biến thể của 風|风[feng1] / diện mạo / sức hút	sum suê	đẫy đà / biến thể của 豐|丰[feng1] / biến thể của 風|风[feng1] / diện mạo / sức hút	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a growing plant.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	丰	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%B0&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%B0&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%B0&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B8%B0&stype=0	丰富 | 丰满 | 丰厚 | 丰盛	丰富 | 丰满 | 丰厚	TRUE
mono-080	王	王	Wáng	vương	họ [Wang2]	họ [Wang2]		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of an axe head, used as a symbol of the king's military authority.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	王	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	2	Con người & Cơ thể	95	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%8E%8B&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%8E%8B&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%8E%8B&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%8E%8B&stype=0	国王 | 王子 | 女王 | 王八	国王 | 王子 | 女王	TRUE
mono-081	开	開	kāi	khai	mở (ngoại động từ hoặc nội động từ) / (tàu thuyền, xe cộ, quân đội, v.v.) bắt đầu / bật; vận hành; hoạt động; chạy / đun sôi / viết (đơn thuốc, séc, hóa đơn, v.v.) / (bổ ngữ xu hướng) đi; rời / carat (vàng) / viết tắt của Kelvin, 開爾文|开尔文[Kai1 er3 wen2] / viết tắt của 開本|开本[kai1 ben3], khổ sách	mở (ngoại động từ hoặc nội động từ)	(tàu thuyền, xe cộ, quân đội, v.v.) bắt đầu / bật; vận hành; hoạt động; chạy / đun sôi / viết (đơn thuốc, séc, hóa đơn, v.v.) / (bổ ngữ xu hướng) đi; rời / carat (vàng) / viết tắt của Kelvin, 開爾文|开尔文[Kai1 er3 wen2] / viết tắt của 開本|开本[kai1 ben3], khổ sách	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 開. Pictograph of two hands opening the bolt on a door. The traditional component 門 was removed for simplification.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	开	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	30	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%BC%80&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%BC%80&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%BC%80&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%BC%80&stype=0	开始 | 离开 | 开心 | 开发	开始 | 离开 | 开心	TRUE
mono-082	井	井	Jǐng	tỉnh	Tĩnh, một trong 28 chòm sao của thiên văn học Trung Quốc / họ [Jing3]	Tĩnh, một trong 28 chòm sao của thiên văn học Trung Quốc	họ [Jing3]	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a well.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	井	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	1	Tự nhiên & Vũ trụ	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%BA%95&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%BA%95&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%BA%95&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%BA%95&stype=0	矿井 | 油井 | 井井有条 | 钻井	矿井 | 油井 | 井井有条	TRUE
mono-083	天	天	tiān	thiên	ngày / trời / thượng đế	ngày	trời / thượng đế	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a line above a person, representing the sky.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	天	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	1	Tự nhiên & Vũ trụ	15	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%A4%A9&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%A4%A9&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%A4%A9&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%A4%A9&stype=0	今天 | 明天 | 昨天 | 每天	今天 | 明天 | 昨天	TRUE
